;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;Amundi ETF;;;;;
;;;;;;
;NAV STORICHE;;;;;
;;;;;;
;Nome del fondo;Amundi Stoxx Europe 600 UCITS ETF Acc;;;;
;Codice ISIN;LU0908500753;;;;
;Indice;STOXX Europe 600 (Net Return) EUR;;;;
;Metodologia di Replica;Physical;;;;
;Valuta di riferimento;EUR;;;;
;;;;;;
;Data di fusione;08/02/2024;;;;
;Data di aggiornamento;22/05/2025;;;;
;;;;;;
;Data di inizio periodo;03/04/2013;;;;
;Data di fine periodo;22/05/2025;;;;
;;;;;;
;Dati ritenuti esatti al 22/05/2025. Si prega di fare riferimento al sito per le ultime informazioni diponibili.;;;;;
;;;;;;
;Si ricorda che i rendimenti passati non sono indicativi né costituiscono una garanzia di risultati futuri. Eventuali guadagni o perdite non tengono conto delle spese, delle commissioni e dei potenziali oneri a carico dell'investitore (quali imposte, commissioni di negoziazione o di altro tipo prelevate dall'intermediario finanziario, etc.).;;;;;
;;;;;;
;Data;NAV ufficiale;Attivi in gestione (mln);;;
;03/10/2014; 118.33;87254 654.04;;;
;02/10/2014; 117.24;86450 684.77;;;
;01/10/2014; 120.14;88585 904.48;;;
;30/09/2014; 121.15;89329 127.08;;;
;29/09/2014; 120.45;88815 777.09;;;
;26/09/2014; 120.91;89154 381.15;;;
;25/09/2014; 120.59;88919 121.59;;;
;24/09/2014; 121.66;89704 652.83;;;
;23/09/2014; 120.78;89052 232.68;;;
;22/09/2014; 122.44;90275 565.60;;;
;19/09/2014; 123.07;90740 491.41;;;
;18/09/2014; 122.82;90558 043.46;;;
;17/09/2014; 121.62;89669 050.44;;;
;16/09/2014; 121.10;89285 234.97;;;
;15/09/2014; 121.43;89531 233.58;;;
;12/09/2014; 121.54;89607 442.47;;;
;11/09/2014; 121.57;89633 242.02;;;
;10/09/2014; 121.73;89750 493.19;;;
;09/09/2014; 121.74;106803 903.46;;;
;08/09/2014; 122.20;107205 712.13;;;
;05/09/2014; 122.70;107641 737.54;;;
;04/09/2014; 123.18;108061 070.28;;;
;03/09/2014; 121.80;106845 812.13;;;
;02/09/2014; 120.99;106135 640.87;;;
;01/09/2014; 121.02;106161 967.95;;;
;29/08/2014; 120.74;105918 449.78;;;
;28/08/2014; 120.38;105605 026.47;;;
;27/08/2014; 121.15;106274 676.22;;;
;26/08/2014; 121.02;106160 239.91;;;
;25/08/2014; 120.14;107391 178.84;;;
;22/08/2014; 118.82;106211 597.08;;;
;21/08/2014; 119.10;106458 470.68;;;
;20/08/2014; 118.35;105790 232.51;;;
;19/08/2014; 118.35;105783 046.87;;;
;18/08/2014; 117.69;105198 626.99;;;
;14/08/2014; 116.78;104384 353.13;;;
;13/08/2014; 116.45;104087 156.74;;;
;12/08/2014; 115.89;103586 276.07;;;
;11/08/2014; 116.14;103804 446.41;;;
;08/08/2014; 114.62;102450 888.07;;;
;07/08/2014; 115.34;103094 200.86;;;
;06/08/2014; 116.14;103807 361.05;;;
;05/08/2014; 117.03;104601 595.25;;;
;04/08/2014; 116.65;104255 942.84;;;
;01/08/2014; 116.91;104490 703.17;;;
;31/07/2014; 118.35;105777 047.79;;;
;30/07/2014; 119.85;107120 224.49;;;
;29/07/2014; 120.50;107699 516.54;;;
;28/07/2014; 120.17;107405 810.94;;;
;25/07/2014; 120.39;107594 563.94;;;
;24/07/2014; 121.22;111341 915.24;;;
;23/07/2014; 120.73;110891 589.88;;;
;22/07/2014; 120.58;110753 024.07;;;
;21/07/2014; 119.02;109318 314.78;;;
;18/07/2014; 119.63;109875 091.55;;;
;17/07/2014; 119.64;109882 831.87;;;
;16/07/2014; 120.80;110946 140.54;;;
;15/07/2014; 119.19;109466 355.44;;;
;14/07/2014; 119.61;109856 745.00;;;
;11/07/2014; 118.61;108932 719.17;;;
;10/07/2014; 118.42;108760 608.89;;;
;09/07/2014; 119.66;109894 296.68;;;
;08/07/2014; 119.63;109870 988.93;;;
;07/07/2014; 121.28;111383 201.77;;;
;04/07/2014; 122.36;112375 772.49;;;
;03/07/2014; 122.69;112680 101.07;;;
;02/07/2014; 121.56;111640 965.98;;;
;01/07/2014; 121.29;111393 630.48;;;
;30/06/2014; 120.23;110412 847.80;;;
;27/06/2014; 120.27;110455 914.77;;;
;26/06/2014; 120.23;110411 590.06;;;
;25/06/2014; 120.31;110487 068.56;;;
;24/06/2014; 121.59;111659 334.33;;;
;20/06/2014; 122.38;112390 343.56;;;
;19/06/2014; 122.39;112398 792.14;;;
;18/06/2014; 121.70;111762 508.60;;;
;17/06/2014; 121.79;111838 123.36;;;
;16/06/2014; 121.43;111510 542.66;;;
;13/06/2014; 121.94;111979 019.60;;;
;12/06/2014; 122.12;112144 191.28;;;
;11/06/2014; 122.08;112104 568.22;;;
;10/06/2014; 122.67;112647 061.39;;;
;06/06/2014; 121.77;111820 768.12;;;
;05/06/2014; 121.02;111126 537.33;;;
;04/06/2014; 120.55;110693 244.90;;;
;03/06/2014; 120.52;110667 248.09;;;
;02/06/2014; 121.03;111134 896.84;;;
;30/05/2014; 120.72;110847 814.78;;;
;28/05/2014; 120.73;110857 623.21;;;
;27/05/2014; 120.81;110929 278.63;;;
;26/05/2014; 120.57;110714 713.79;;;
;23/05/2014; 119.90;110096 911.49;;;
;22/05/2014; 119.65;109862 865.59;;;
;21/05/2014; 119.47;109698 662.41;;;
;20/05/2014; 118.76;109047 394.67;;;
;19/05/2014; 118.88;109151 972.09;;;
;16/05/2014; 119.01;109270 295.51;;;
;15/05/2014; 118.68;108969 031.68;;;
;14/05/2014; 119.60;109814 302.33;;;
;13/05/2014; 119.55;109763 689.79;;;
;12/05/2014; 119.17;109414 945.04;;;
;09/05/2014; 118.27;108587 102.69;;;
;08/05/2014; 118.58;110372 634.17;;;
;07/05/2014; 117.29;109172 358.16;;;
;06/05/2014; 117.15;109046 076.25;;;
;05/05/2014; 117.47;109339 252.94;;;
;02/05/2014; 117.68;109530 159.56;;;
;30/04/2014; 117.71;109556 834.09;;;
;29/04/2014; 117.65;109501 766.84;;;
;28/04/2014; 116.23;108182 689.86;;;
;25/04/2014; 115.96;107925 335.37;;;
;24/04/2014; 116.81;108719 538.64;;;
;23/04/2014; 116.39;108324 836.29;;;
;22/04/2014; 116.98;108879 086.56;;;
;17/04/2014; 115.42;107421 681.26;;;
;16/04/2014; 114.88;106922 364.35;;;
;15/04/2014; 113.46;105597 400.55;;;
;14/04/2014; 114.52;106580 688.94;;;
;11/04/2014; 113.91;106012 030.69;;;
;10/04/2014; 115.45;107446 884.34;;;
;09/04/2014; 116.03;107984 362.78;;;
;08/04/2014; 115.60;107589 256.98;;;
;07/04/2014; 115.84;107808 948.81;;;
;04/04/2014; 117.27;109134 872.27;;;
;03/04/2014; 116.56;108475 817.19;;;
;02/04/2014; 116.41;108333 145.93;;;
;01/04/2014; 116.20;108141 331.58;;;
;31/03/2014; 115.53;107517 585.72;;;
;28/03/2014; 115.38;107371 320.16;;;
;27/03/2014; 114.52;106571 193.43;;;
;26/03/2014; 114.31;106381 201.24;;;
;25/03/2014; 113.51;105635 637.11;;;
;24/03/2014; 112.06;82244 103.15;;;
;21/03/2014; 113.22;83091 406.64;;;
;20/03/2014; 113.04;82963 119.17;;;
;19/03/2014; 112.98;82921 115.90;;;
;18/03/2014; 113.07;82984 866.44;;;
;17/03/2014; 112.34;82450 003.99;;;
;14/03/2014; 111.16;81579 573.74;;;
;13/03/2014; 111.94;82150 002.50;;;
;12/03/2014; 113.14;83033 047.70;;;
;11/03/2014; 114.27;83858 834.82;;;
;10/03/2014; 114.26;83854 230.00;;;
;07/03/2014; 114.81;84255 835.60;;;
;06/03/2014; 116.28;85332 305.37;;;
;05/03/2014; 116.19;85263 957.40;;;
;04/03/2014; 116.20;85269 769.35;;;
;03/03/2014; 113.88;83568 964.27;;;
;28/02/2014; 116.49;85482 191.15;;;
;27/02/2014; 116.31;85353 709.58;;;
;26/02/2014; 116.47;85466 809.70;;;
;25/02/2014; 116.68;85623 973.42;;;
;24/02/2014; 116.66;85603 943.37;;;
;21/02/2014; 115.95;85081 565.21;;;
;20/02/2014; 115.50;84756 516.00;;;
;19/02/2014; 115.55;84790 948.77;;;
;18/02/2014; 115.35;84642 425.52;;;
;17/02/2014; 115.32;84618 717.75;;;
;14/02/2014; 114.90;84313 984.01;;;
;13/02/2014; 114.29;83864 700.21;;;
;12/02/2014; 114.45;83980 339.05;;;
;11/02/2014; 113.57;83332 720.78;;;
;10/02/2014; 112.10;82253 862.33;;;
;07/02/2014; 112.03;82200 103.78;;;
;06/02/2014; 111.23;81611 418.97;;;
;05/02/2014; 109.63;80439 487.04;;;
;04/02/2014; 109.47;80321 615.64;;;
;03/02/2014; 109.72;80506 561.99;;;
;31/01/2014; 111.22;81602 282.45;;;
;30/01/2014; 111.51;81813 425.88;;;
;29/01/2014; 111.21;81593 853.18;;;
;28/01/2014; 111.80;82030 847.89;;;
;27/01/2014; 111.13;81534 922.98;;;
;24/01/2014; 112.05;82210 598.28;;;
;23/01/2014; 114.77;84205 562.25;;;
;22/01/2014; 115.93;85055 294.19;;;
;21/01/2014; 115.82;84970 948.01;;;
;20/01/2014; 115.70;84884 857.12;;;
;17/01/2014; 115.81;84960 936.13;;;
;16/01/2014; 115.18;84503 955.59;;;
;15/01/2014; 115.31;84594 461.54;;;
;14/01/2014; 114.13;83732 846.17;;;
;13/01/2014; 113.95;83595 060.98;;;
;10/01/2014; 113.69;83402 722.36;;;
;09/01/2014; 113.17;83023 918.41;;;
;08/01/2014; 113.65;83376 027.59;;;
;07/01/2014; 113.54;83291 464.53;;;
;06/01/2014; 112.70;82678 392.65;;;
;03/01/2014; 112.96;82864 927.15;;;
;02/01/2014; 112.35;82416 860.99;;;
;31/12/2013; 113.25;83077 341.93;;;
;30/12/2013; 112.86;82788 445.63;;;
;27/12/2013; 113.07;82947 429.46;;;
;23/12/2013; 111.59;81518 684.06;;;
;20/12/2013; 110.79;80934 213.99;;;
;19/12/2013; 110.20;80503 062.19;;;
;18/12/2013; 108.33;79135 768.11;;;
;17/12/2013; 107.41;78463 717.01;;;
;16/12/2013; 108.22;79056 745.97;;;
;13/12/2013; 106.84;78048 319.30;;;
;12/12/2013; 107.02;78178 378.98;;;
;11/12/2013; 108.03;78919 353.05;;;
;10/12/2013; 108.59;79323 817.40;;;
;09/12/2013; 109.39;79911 932.00;;;
;06/12/2013; 109.19;79760 887.87;;;
;05/12/2013; 108.45;79219 968.82;;;
;04/12/2013; 109.44;79943 718.20;;;
;03/12/2013; 110.09;80419 660.62;;;
;02/12/2013; 111.77;81646 197.20;;;
;29/11/2013; 112.14;81913 506.58;;;
;28/11/2013; 112.16;81925 075.82;;;
;27/11/2013; 111.77;81642 149.80;;;
;26/11/2013; 111.17;81205 248.13;;;
;25/11/2013; 111.91;81745 227.90;;;
;22/11/2013; 111.46;81411 220.79;;;
;21/11/2013; 111.37;81343 181.82;;;
;20/11/2013; 111.55;81477 581.77;;;
;19/11/2013; 111.35;81330 607.50;;;
;18/11/2013; 112.09;81871 729.63;;;
;15/11/2013; 111.49;81434 926.25;;;
;14/11/2013; 111.25;81257 524.02;;;
;13/11/2013; 110.34;80591 720.89;;;
;12/11/2013; 110.90;81002 369.21;;;
;11/11/2013; 111.55;81471 568.71;;;
;08/11/2013; 111.26;81259 808.90;;;
;07/11/2013; 111.41;81372 067.21;;;
;06/11/2013; 111.40;81361 681.27;;;
;05/11/2013; 110.91;81003 553.00;;;
;04/11/2013; 111.11;81145 939.88;;;
;31/10/2013; 111.01;81077 523.97;;;
;30/10/2013; 110.54;80733 466.67;;;
;29/10/2013; 110.53;80725 956.92;;;
;28/10/2013; 110.13;80424 545.58;;;
;25/10/2013; 110.29;80542 933.37;;;
;24/10/2013; 110.36;80592 855.90;;;
;23/10/2013; 109.87;80233 660.47;;;
;22/10/2013; 110.54;80724 608.37;;;
;21/10/2013; 109.98;80314 759.79;;;
;18/10/2013; 109.61;80044 138.20;;;
;17/10/2013; 108.73;79402 221.30;;;
;16/10/2013; 108.58;79290 314.20;;;
;15/10/2013; 108.30;79085 322.20;;;
;14/10/2013; 107.38;78414 211.45;;;
;11/10/2013; 107.18;78263 326.35;;;
;10/10/2013; 106.69;77908 810.75;;;
;09/10/2013; 104.93;76621 632.94;;;
;08/10/2013; 105.49;77031 237.73;;;
;07/10/2013; 106.31;77625 493.10;;;
;04/10/2013; 106.55;77804 611.75;;;
;03/10/2013; 106.44;77724 202.86;;;
;02/10/2013; 106.87;78036 668.36;;;
;01/10/2013; 107.60;78566 560.06;;;
;30/09/2013; 106.82;78000 394.51;;;
;27/09/2013; 107.43;78439 362.73;;;
;26/09/2013; 107.72;78652 878.01;;;
;25/09/2013; 107.69;78633 470.06;;;
;24/09/2013; 107.75;78670 768.86;;;
;23/09/2013; 107.57;78538 617.56;;;
;20/09/2013; 108.08;78914 405.23;;;
;19/09/2013; 108.39;79135 288.82;;;
;18/09/2013; 107.77;78681 925.52;;;
;17/09/2013; 107.28;78325 132.86;;;
;16/09/2013; 107.79;78697 684.32;;;
;13/09/2013; 107.12;78205 196.23;;;
;12/09/2013; 106.87;78022 511.66;;;
;11/09/2013; 106.90;78047 366.72;;;
;10/09/2013; 106.50;77752 225.83;;;
;09/09/2013; 105.17;76779 509.68;;;
;06/09/2013; 105.30;76878 122.52;;;
;05/09/2013; 104.78;76499 466.03;;;
;04/09/2013; 104.02;75942 932.07;;;
;03/09/2013; 103.78;75768 544.28;;;
;02/09/2013; 104.21;76082 204.40;;;
;30/08/2013; 102.33;74707 113.96;;;
;29/08/2013; 103.29;75405 114.65;;;
;28/08/2013; 102.56;74872 437.02;;;
;27/08/2013; 102.88;75109 307.04;;;
;26/08/2013; 104.71;76442 451.52;;;
;23/08/2013; 104.77;76482 385.03;;;
;22/08/2013; 104.36;76186 220.48;;;
;21/08/2013; 103.36;75450 128.39;;;
;20/08/2013; 103.89;75842 833.33;;;
;19/08/2013; 104.75;76465 468.81;;;
;16/08/2013; 105.33;76886 876.67;;;
;14/08/2013; 106.08;77434 455.40;;;
;13/08/2013; 105.73;77177 687.33;;;
;12/08/2013; 105.13;76739 401.28;;;
;09/08/2013; 105.06;76686 330.50;;;
;08/08/2013; 104.43;76232 524.93;;;
;07/08/2013; 104.00;75915 535.02;;;
;06/08/2013; 104.18;76043 085.95;;;
;05/08/2013; 104.59;76342 545.23;;;
;02/08/2013; 104.42;76222 129.79;;;
;01/08/2013; 104.16;76030 942.69;;;
;31/07/2013; 102.97;75157 324.42;;;
;30/07/2013; 102.89;75098 264.02;;;
;29/07/2013; 102.81;75043 733.74;;;
;26/07/2013; 102.77;75010 372.49;;;
;25/07/2013; 103.02;75191 995.43;;;
;24/07/2013; 103.52;77560 283.40;;;
;23/07/2013; 102.94;77119 893.66;;;
;22/07/2013; 103.23;77340 467.96;;;
;19/07/2013; 103.08;77225 576.67;;;
;18/07/2013; 103.05;77206 889.82;;;
;17/07/2013; 102.16;76538 717.63;;;
;16/07/2013; 101.55;76082 276.36;;;
;15/07/2013; 102.26;76613 542.99;;;
;12/07/2013; 101.83;76289 873.61;;;
;11/07/2013; 101.96;76383 470.86;;;
;10/07/2013; 101.38;75951 136.93;;;
;09/07/2013; 101.25;75851 050.43;;;
;08/07/2013; 100.48;75276 838.98;;;
;05/07/2013; 99.09;74228 126.85;;;
;04/07/2013; 100.43;75235 573.09;;;
;03/07/2013; 98.13;73510 686.51;;;
;02/07/2013; 98.70;73939 874.96;;;
;01/07/2013; 99.03;74183 876.53;;;
;28/06/2013; 97.92;73353 022.26;;;
;27/06/2013; 98.40;73713 930.86;;;
;26/06/2013; 97.78;73246 843.15;;;
;25/06/2013; 96.12;72001 412.69;;;
;24/06/2013; 94.75;70973 965.26;;;
;21/06/2013; 96.29;72131 004.80;;;
;20/06/2013; 97.41;72962 104.42;;;
;19/06/2013; 100.37;75183 353.45;;;
;18/06/2013; 100.59;75349 503.05;;;
;17/06/2013; 100.69;75419 747.77;;;
;14/06/2013; 99.95;74868 069.70;;;
;13/06/2013; 99.79;74746 271.31;;;
;12/06/2013; 99.85;74789 252.88;;;
;11/06/2013; 100.16;75017 715.79;;;
;10/06/2013; 101.32;75885 657.31;;;
;07/06/2013; 101.37;75925 765.51;;;
;06/06/2013; 100.09;74964 899.18;;;
;05/06/2013; 101.26;75841 154.75;;;
;04/06/2013; 102.75;76954 563.43;;;
;03/06/2013; 102.42;76711 277.50;;;
;31/05/2013; 103.21;77297 459.87;;;
;30/05/2013; 104.15;78005 160.61;;;
;29/05/2013; 103.77;77720 425.76;;;
;28/05/2013; 105.73;79183 684.53;;;
;24/05/2013; 104.08;77944 906.12;;;
;23/05/2013; 104.28;78099 396.57;;;
;22/05/2013; 106.54;79784 473.74;;;
;21/05/2013; 106.27;79582 601.42;;;
;17/05/2013; 105.76;79200 462.41;;;
;16/05/2013; 105.45;78968 748.88;;;
;15/05/2013; 105.50;79002 707.18;;;
;14/05/2013; 104.67;78381 402.99;;;
;13/05/2013; 104.21;78040 135.23;;;
;10/05/2013; 104.40;78176 737.32;;;
;08/05/2013; 103.90;77801 438.89;;;
;07/05/2013; 103.15;77240 569.63;;;
;03/05/2013; 102.84;77007 504.56;;;
;02/05/2013; 101.75;76192 672.08;;;
;29/04/2013; 101.45;75965 270.46;;;
;26/04/2013; 100.84;75509 097.92;;;
;25/04/2013; 101.14;75729 147.11;;;
;24/04/2013; 100.37;75153 617.55;;;
;23/04/2013; 99.58;74559 241.41;;;
;22/04/2013; 97.19;72774 088.79;;;
;19/04/2013; 97.02;72640 054.31;;;
;18/04/2013; 96.46;72223 533.51;;;
;17/04/2013; 96.47;72227 906.88;;;
;16/04/2013; 97.96;73346 667.54;;;
;15/04/2013; 98.72;73911 366.01;;;
;12/04/2013; 99.31;74350 449.45;;;
;11/04/2013; 100.14;74972 795.22;;;
;10/04/2013; 99.54;74526 389.71;;;
;09/04/2013; 97.82;73236 380.44;;;
;08/04/2013; 97.69;73134 812.46;;;
;05/04/2013; 97.48;72978 416.03;;;
;04/04/2013; 98.98;74102 461.43;;;
;03/04/2013; 100.00;74864 757.77;;;
;;;;;;
;Fonte : Amundi Asset Management;;;;;
;;;;;;
;"Questo fondo presenta un rischio di perdita in capitale. Gli investitori potrebbero non recuperare tutto o parte del loro investimento iniziale. Il valore di liquidazione di questo fondo potrebbe essere inferiore all’ammontare inizialmente investito. Nello scenario peggiore, gli investitori potrebbero sostenere una perdita pari all’intero investimento effettuato. Si raccomanda di leggere attentamente la sezione “Descrizioni dei rischi” del prospetto del Fondo e la sezione ""Quali sono i rischi e qual è il potenziale rendimento?"" del Key Information Document (KID).";;;;;
;"È vietata la riproduzione senza il consenso scritto di Amundi Asset Management SAS.
Amundi ETF, Indexing & Smart Beta designa l'attività ETF, Indexing & Smart Beta di Amundi Asset Management.
Amundi Asset Management, con un capitale sociale di 1.143.615.555 euro, è un gestore di investimenti regolamentato dall'Autorité des Marchés Financiers francese con il n. GP 04000036, con sede legale a: Milano. GP 04000036, sede legale: 91-93 boulevard Pasteur - 75015 PARIGI - Francia 437 574 452 RCS Paris è la società di gestione del portafoglio del Fondo.";;;;;
